"","StartDate","EndDate","IPAddress","Duration__in_seconds_","RecordedDate","ResponseId","LocationLatitude","LocationLongitude","UserLanguage","interviewer_id","study_area_sa","test_survey","surv_taker","quota_age_","mip_economic","mip_housing","mip_inequality_discrim","mip_healthcare","mip_roads","mip_safety_crime","mip_air_poll","mip_corruption","mip_electricity","mip_clean_water","mip_other","mip_other_TEXT","informed_perception","perception_current","perception_past","perception_spatial","source_percept_alt_transport","source_percept_alt_factories","source_percept_alt_power_plants","source_percept_alt_hh_heating_cooking","source_percept_alt_waste_burning","source_percept_alt_agriculture","source_percept_alt_natural","source_percept_alt_construction","source_percept_alt_other","source_percept_alt_other_TEXT","source_territory","concern_gen","concern_second_perso","concern_second_gov","dust_area","dust_windy_2","dust_windy_3","dust_windy_4","dust_windy_5","dust_eyes","dust_colour_1","dust_colour_2","dust_colour_3","dust_colour_4","dust_colour_5","dust_colour_6","dust_colour_7","dust_colour_8","dust_colour_7_TEXT","attn_check_pt","vehicle_own","vehicle_type_car","vehicle_type_truck","vehicle_type_motorbike","vehicle_type__98","vehicle_age_","behaviour_intention","behaviour_lack_contr","behavior_avoidance","behavior_measure_cover","behavior_measure_mask","behavior_measure_air_purifier","behavior_measure_less_outside","behavior_measure_other","behavior_measure_none","behavior_measure_other_TEXT","behavior_nonprotect_cost","behavior_nonprotect_ineffective","behavior_nonprotect_inconvenient","behavior_nonprotect_gov_job","behavior_nonprotect_other","behavior_nonprotect_none","behavior_nonprotect_dont_know","behavior_nonprotect_other_TEXT","policy_responsi_sele_citizens","policy_responsi_sele_loc_gov","policy_responsi_sele_nat_gov","policy_responsi_sele_business","policy_responsi_sele_experts","policy_responsi_sele_io","policy_responsi_sele_other","policy_responsi_sele_other_TEXT","policy_efforts_citizens","policy_efforts_loc_gov","policy_efforts_business","source_priority_alt_transport","source_priority_alt_factories","source_priority_alt_power_plants","source_priority_alt_hh_heating_cooking","source_priority_alt_waste_burning","source_priority_alt_agriculture","source_priority_alt_natural","source_priority_alt_construction","source_priority_alt_other","source_priority_alt_other_TEXT","governm_prio_wealth","trust_loc_gov","trust_nat_gov","trust_bus_ind","trust_citizens","trust_experts","trust_ios","trust_ranking","trust_ranking_slider","trust_city_cap","trust_city_commit","trust_city_citizen","gen_social_trust","policy_pref_info","policy_pref_electrif","policy_pref_pubtrans","policy_pref_waste","policy_pref_industry","policy_pref_veh_ban","attn_check_other","timer_video1_First_Click","timer_video1_Last_Click","timer_video1_Page_Submit","timer_video1_Click_Count","timer_video2__First_Click","timer_video2__Last_Click","timer_video2__Page_Submit","timer_video2__Click_Count","timer_video3__First_Click","timer_video3__Last_Click","timer_video3__Page_Submit","timer_video3__Click_Count","timer_video4_First_Click","timer_video4_Last_Click","timer_video4_Page_Submit","timer_video4_Click_Count","pre_treat_trust","intro_trust_cost_ti_First_Click","intro_trust_cost_ti_Last_Click","intro_trust_cost_ti_Page_Submit","intro_trust_cost_ti_Click_Count","trust_support_base","ti_intro_trust_acto_First_Click","ti_intro_trust_acto_Last_Click","ti_intro_trust_acto_Page_Submit","ti_intro_trust_acto_Click_Count","ti_intro_trust_what_First_Click","ti_intro_trust_what_Last_Click","ti_intro_trust_what_Page_Submit","ti_intro_trust_what_Click_Count","ti_intro_trust_exp_First_Click","ti_intro_trust_exp_Last_Click","ti_intro_trust_exp_Page_Submit","ti_intro_trust_exp_Click_Count","lgov_support","ti_lgov_support_First_Click","ti_lgov_support_Last_Click","ti_lgov_support_Page_Submit","ti_lgov_support_Click_Count","lgov_implementation","lgov_fairness","lgov_coordination","lgov_accountability","bigco_support","ti_bigco_support_First_Click","ti_bigco_support_Last_Click","ti_bigco_support_Page_Submit","ti_bigco_support_Click_Count","bigco_implementation","bigco_fairness","bigco_coordination","bigco_accountability","smallco_support","ti_smallco_support_First_Click","ti_smallco_support_Last_Click","ti_smallco_support_Page_Submit","ti_smallco_support_Click_Count","smallco_implement","smallco_fairness","smallco_coordination","smallco_accountab","manipul_check_trust","follow_up_probe_break_promises","follow_up_probe_capacity","follow_up_probe_not_willing","follow_up_probe_compliance","trust_traitor","trust_bad_compromise","trust_actor_reward_loc_gov","trust_actor_reward_experts","trust_actor_reward_ios","trust_actor_reward_citizens","trust_actor_reward_business","trust_actor_reward_none","trust_actor_punish_loc_gov","trust_actor_punish_experts","trust_actor_punish_ios","trust_actor_punish_citizens","trust_actor_punish_business","trust_actor_punish_none","fuelstd_text_ti_First_Click","fuelstd_text_ti_Last_Click","fuelstd_text_ti_Page_Submit","fuelstd_text_ti_Click_Count","fuelstd_supp_post","fuelstd_imp_econ_pos_1","fuelstd_imp_env_post_1","fuelstd_imp_hlt_post_1","fuelstd_imp_cost_pos","fuelstd_imp_fair_pos","fuelstd_imp_poll_pos","AM_Knowlg_1","AM_Freq","AM_Perc","AM_priority_exposure","AM_priority_source_1","AM_priority_source_2","AM_priority_source_3","AM_priority_source_4","AM_priority_source_5","AM_GovAction_S1_1","AM_GovAction_S2_1","AM_GovAction_S3_1","AM_GovAction_S4_1","AM_GovAction_S5_1","AM_GovAction_S6_1","AM_GovAction_S7_1","AM_effect1_1","AM_effect2_1","AM_effect3_1","AM_effect4_1","AM_effect5_1","vote_prev","vote_prev_party_ZA","vote_prev_party_ZA_9_TEXT","vote_curr_party_ZA","vote_curr_party_ZA_9_TEXT","envir_tradeoff","quota_gender.0","quota_education","hh_inc_ZA","hh_ppl","employ","gen_hlth","pt_usage","years_resid","hours_inside","cook_fuel_lpg","cook_fuel_paraffin","cook_fuel_oil","cook_fuel_propane","cook_fuel_coal","cook_fuel_wood","cook_fuel_dung","cook_fuel_electricity","cook_fuel_nat_gas","cook_fuel_other","cook_fuel__98","cook_fuel_other_TEXT","cook_doors","heat_fuel_lpg","heat_fuel_paraffin","heat_fuel_oil","heat_fuel_propane","heat_fuel_coal","heat_fuel_wood","heat_fuel_dung","heat_fuel_electricity","heat_fuel_nat_gas","heat_fuel_other","heat_fuel__98","heat_fuel_other_TEXT","hh_waste_service_private","hh_waste_service_gov","hh_waste_service_landfill","hh_waste_service_burn","hh_waste__99","hh_waste__98","smoking","lang_ZA_zulu","lang_ZA_sesotho","lang_ZA_afrikaans","lang_ZA_english","lang_ZA_setswana","lang_ZA_xitsonga","lang_ZA_sepedi","lang_ZA_other","lang_ZA_other_TEXT","difficulty_1","comments","testing_JHB","date_survey","short_online","slider","surv_city","display","RespID","video","MAP_API_KEY","map_location","map_coordinates","trust_actors_treat_assign","end_flag","date","video_understand","potential_drop"
"1","2025-01-11 04:18:51","2025-01-11 04:40:47","206.0.75.26",1316,"2025-01-11 04:41:19","R_o4bkryOFaMtMMeB",NA,NA,"EN",24,138,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,"",2,1,1,1,NA,NA,NA,1,1,NA,1,NA,NA,"",1,3,3,4,2,NA,1,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,"",1,2,NA,NA,NA,NA,NA,5,5,NA,1,1,NA,1,NA,NA,"",NA,NA,1,1,NA,NA,NA,"",NA,1,1,NA,1,NA,NA,NA,1,4,1,NA,1,NA,NA,NA,NA,1,1,NA,"",4,1,1,1,5,5,1,2,NA,NA,NA,NA,NA,5,5,4,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.866,3.11,3.89,3,2,3.235,5.438,5.8,4,0.712,4.078,4.6,7,3.816,3.816,5.143,1,5,0.904,10.984,11.601,5,5,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.907,10.77,11.521,5,5,5,5,5,3,5,5,4,5,4,4,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,-3,-2,-1,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,NA,1,2,4,-99,8,3,4,2,10,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,"No","",NA,NA,"","joh_person",NA,"LW036","","",NA,NA,"local_gov_small_coalition","complete","2025-01-11",NA,1
"2","2025-01-11 05:10:55","2025-01-11 05:44:48","206.0.75.20",2033,"2025-01-11 05:45:26","R_96EpVXYO6tE8xT4",-26.1763470138788,27.9893903524487,"EN",2,138,NA,2,3,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"",1,2,3,4,NA,1,NA,NA,1,NA,1,NA,NA,"",2,1,2,1,2,NA,1,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,7,4,4,NA,1,NA,NA,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,"",1,NA,1,1,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,1,NA,1,NA,NA,"",1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,9.328,0,5,2.489,8.452,9.544,4,6.027,6.027,8.156,1,0,0,15.189,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.232,45.263,46.141,12,3,3,3,2,5,1.314,16.834,17.392,10,3,5,5,3,NA,5,2,4,2,5,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,-3,-3,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-98,NA,4,NA,1,1,3,8,4,1,4,5,5,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"",NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,"",NA,"No comment","",NA,NA,"","joh_person",NA,"NT1IS","","",NA,NA,"small_coalition_big_coalition","complete","2025-01-11",NA,1
"3","2025-01-11 04:11:00","2025-01-11 04:42:53","155.93.144.146",1912,"2025-01-13 13:03:13","R_1CTOZfRWV7YmB1Z",-26.1800909235336,27.9867313007698,"EN",20,138,NA,1,3,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,"",4,1,1,4,NA,1,NA,NA,1,NA,NA,1,NA,"",2,3,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,12,2,5,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,1,NA,NA,NA,"",NA,1,1,1,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,NA,NA,1,NA,"",1,1,1,1,1,1,1,4,NA,NA,NA,NA,NA,5,4,1,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.279,8.344,9.101,3,4,1.963,9.82,10.329,4,4.426,4.426,6.22,1,9.087,9.087,9.718,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1.105,16.699,17.124,5,5,5,4,1,5,1.476,21.849,22.392,6,5,5,5,1,2,5,5,1,5,5,4,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-3,3,3,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-98,NA,NA,-98,NA,2,2,4,6,2,-98,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,1,NA,NA,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,"",NA,"","",NA,NA,"","joh_person",NA,"ASTB9","","",NA,NA,"small_coalition_big_coalition","complete","2025-01-11",NA,1
"4","2025-01-11 04:53:32","2025-01-11 05:43:37","206.0.75.13",3005,"2025-01-14 00:42:26","R_biu9eur3ChPWl4F",-26.1855908233948,27.9829866818689,"EN",6,138,NA,2,2,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,"",2,4,3,4,1,NA,NA,NA,1,NA,NA,1,NA,"",1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,1,NA,NA,"I havenever thought about it",1,1,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,1,NA,NA,1,NA,"",5,1,1,3,5,5,1,3,NA,NA,NA,NA,NA,4,2,3,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.506,1.506,3.643,1,4,1.214,30.598,31.263,3,1.643,1.643,19.774,1,1.719,1.719,32.27,1,4,2.828,60.241,60.779,4,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3.294,36.227,36.63,5,4,4,4,2,2,5,2,4,3,4,4,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-96,NA,NA,3,NA,1,2,4,1,4,3,5,1,15,12,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,"Thequestions are very longtime and take time to answer.","",NA,NA,"","joh_person",NA,"7KU5C","","",NA,NA,"local_gov_small_coalition","complete","2025-01-11",NA,1
"5","2025-01-11 03:39:45","2025-01-11 04:05:28","206.0.75.2",1543,"2025-01-14 00:49:18","R_2oT7RhOBULX5Fbz",-26.1761258916291,27.9888736904953,"EN",3,138,NA,1,3,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,"",3,2,3,3,1,NA,1,NA,1,NA,NA,NA,NA,"",2,2,1,1,4,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,"",2,1,1,NA,NA,NA,7,3,4,NA,NA,NA,NA,NA,NA,1,"",NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,1,NA,NA,NA,1,1,1,1,NA,1,NA,1,NA,NA,NA,NA,"",3,1,1,2,2,4,2,4,NA,NA,NA,NA,NA,5,1,4,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.318,5.532,5.959,6,4,3.478,50.912,51.264,30,0.908,4.39,5.642,6,0.886,4.277,12.184,6,5,0.888,12.489,13.275,12,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.989,14.287,15.031,15,2,3,2,1,1,1,2,3,2,5,3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-98,NA,-98,NA,2,1,6,-98,3,1,4,1,8,18,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"",NA,1,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,"",NA,"","",NA,NA,"","joh_person",NA,"KHDF2","","",NA,NA,"local_gov_small_coalition","complete","2025-01-11",NA,1
"6","2025-01-14 01:46:35","2025-01-14 02:13:38","206.0.75.22",1623,"2025-01-14 02:14:57","R_lHH0zBSwnUoZZj1",-26.3977708085778,27.8108315931459,"EN",29,136,NA,1,1,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,"",1,2,2,2,NA,NA,NA,1,1,NA,1,NA,NA,"",2,2,1,1,4,1,1,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,10,5,5,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",NA,1,1,NA,1,NA,NA,NA,1,1,1,NA,1,1,NA,1,NA,NA,NA,NA,"",5,1,1,1,3,2,4,3,NA,NA,NA,NA,NA,5,5,2,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6.418,12.29,12.841,2,5,5,2,5,5,11.144,12.462,12.948,2,4,5,4,5,2,5,5,3,3,3,3,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,4,2,3,3,0,26,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,"",NA,"DECREASE AIR POLLUTION BUT CONTROL COSTS OF TACKLING THE ISSUE.","on",NA,NA,"on","joh_person",NA,"5IDM8","yes","",NA,NA,"small_coalition_big_coalition","complete","2025-01-14",4,1
"7","2025-01-14 02:06:36","2025-01-14 02:21:57","206.0.75.24",921,"2025-01-14 02:22:39","R_713uej3IS9oA6f6",-26.4296034014959,27.8651029770771,"EN",28,136,NA,2,1,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,"",5,1,2,2,1,NA,NA,NA,NA,NA,1,1,NA,"",2,1,2,1,4,1,NA,NA,NA,3,NA,NA,NA,1,NA,NA,NA,NA,"",1,2,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,NA,NA,1,1,NA,NA,NA,3,3,1,NA,1,1,NA,1,NA,NA,NA,NA,"",5,2,8,2,2,2,2,2,NA,NA,NA,NA,NA,3,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.699,11.852,12.1,6,5,5,5,5,5,2.018,14.18,14.746,5,5,5,1,5,4,5,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,5,3,3,3,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,4,4,3,2,24,24,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,"",NA,"","on",NA,NA,"on","joh_person",NA,"F3UN7","yes","",NA,NA,"small_coalition_big_coalition","complete","2025-01-14",5,1
"8","2025-01-14 01:31:38","2025-01-14 02:27:19","206.0.75.24",3341,"2025-01-14 02:28:15","R_cxTqthJ2HuLzbry",-26.3984234114487,27.8103872238268,"EN",23,136,NA,2,4,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,"",5,1,1,4,1,NA,NA,1,1,NA,NA,NA,NA,"",2,4,1,1,5,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,"",1,2,NA,NA,NA,NA,NA,5,5,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,1,NA,1,NA,NA,NA,NA,1,1,3,1,1,NA,NA,1,NA,NA,NA,NA,"",5,1,8,5,5,1,5,2,NA,NA,NA,NA,NA,5,1,5,5,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,21.208,21.974,22.564,3,5,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,11.288,21.301,22.178,2,5,5,1,5,1,5,5,5,5,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,3,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,-98,5,6,3,1,30,16,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,"No heator",NA,1,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,"",NA,"","on",NA,NA,"on","joh_person",NA,"R10X4","yes","",NA,NA,"local_gov_small_coalition","complete","2025-01-14",5,1
"9","2025-01-14 02:01:34","2025-01-14 02:46:35","206.0.75.19",2700,"2025-01-14 02:47:54","R_kIOHC0wrJ7FvMVd",-26.4296123042058,27.8649576325054,"EN",9,121,NA,2,3,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,"",1,5,5,4,1,NA,NA,NA,1,NA,1,NA,NA,"",1,2,1,1,3,NA,1,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,10,5,3,NA,1,NA,NA,1,NA,NA,"",1,NA,NA,1,NA,NA,NA,"",NA,1,1,NA,NA,1,NA,NA,1,1,1,NA,1,NA,NA,1,NA,1,NA,NA,"",5,1,1,1,5,1,5,4,NA,NA,NA,NA,NA,5,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1.022,34.231,38.715,2,5,0.919,18.259,18.745,6,0.942,19.67,20.178,5,1.044,29.17,30.001,4,5,14.679,63.458,63.825,6,5,5,5,5,5,0.89,46.492,47.029,14,2,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,5,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-2,-2,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-98,NA,-98,NA,2,1,3,-98,6,4,5,3,9,6,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"",1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,"",NA,NA,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,"",NA,"I don't remember because the survey was long","",NA,NA,"","joh_person",NA,"3KX4O","","",NA,NA,"local_gov_big_coalition","complete","2025-01-14",NA,1
"10","2025-01-11 04:13:07","2025-01-11 04:27:47","206.0.75.16",880,"2025-01-14 02:54:25","R_jQdn56T4USIAQM5",-26.1805628069324,27.9852229567309,"EN",12,138,NA,1,2,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,"",1,1,2,4,NA,1,1,NA,1,NA,NA,NA,NA,"",1,1,1,4,2,1,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,"",1,NA,NA,NA,NA,NA,NA,"",1,1,1,NA,NA,NA,NA,NA,1,1,1,NA,1,1,NA,NA,1,NA,NA,NA,"",1,3,7,2,4,1,1,4,NA,NA,NA,NA,NA,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1.152,10.499,11.171,5,3,1.021,5.372,8.044,5,1.681,4,5.018,5,0.793,2.97,3.77,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.903,12.906,13.359,7,5,5,5,5,3,0.641,9.944,10.759,7,5,5,5,5,NA,5,5,5,5,5,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,3,-2,-2,-2,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,NA,6,NA,2,2,4,3,2,1,4,5,2,24,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,"",NA,"","",NA,NA,"","joh_person",NA,"NDC50","","",NA,NA,"small_coalition_big_coalition","complete","2025-01-11",NA,1
